0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1.0,-0.1326599824747596,-0.10328970117047848,-0.2720615371076219,-0.09709354623101181,-0.1151019218636933,-0.06003476626244018,-0.02846683028706791,-0.06520625123023292,-0.003972557440185833,0.45207653700472394,-0.17639389029063438,-0.11621566957234006,-0.01713530976410492,-0.08824126989303882,0.008867304111759152,-0.3974136170522951,-0.10124888231359754,-0.03101362241402321
-0.1326599824747596,1.0,-0.5412895727171889,-0.5457773437073201,-0.3252985546972848,-0.13607202754813594,-0.1439539876989696,-0.22378686332856929,-0.13881733739726826,-0.06251380965672851,-0.05941212731507502,0.37357778664053426,-0.21056028516592593,-0.06158973280418447,-0.21542114752906116,-0.10622768829979674,-0.5805471776484599,-0.24411196304026658,-0.1445871578757523
-0.10328970117047848,-0.5412895727171889,1.0,0.14854171377352152,0.4242541683667344,0.03341709700209095,0.0900085096458709,0.07012176812198971,0.07996927523979362,-0.008028806960557864,0.23696934880253337,-0.37298904433958563,0.3857654905441731,0.032131884616957596,0.014741033626563045,-0.056152605855300276,0.6163147009573242,0.16456262833739915,0.08771195726242607
-0.2720615371076219,-0.5457773437073201,0.14854171377352152,1.0,0.09142443724626667,0.23230485542959375,0.001495570479138113,0.1876027043894963,0.003061313685447371,0.0825139593290148,0.02819754657672974,-0.06077275024885272,0.0851144687416293,0.05821022990158204,-0.009953713384845932,-0.004563594127604661,0.3316479670973453,0.14732572472722863,0.03671652141945944
-0.09709354623101181,-0.3252985546972848,0.4242541683667344,0.09142443724626667,1.0,0.2020178258054326,0.5971008786923458,0.4009220569463454,0.5438614383664343,0.22572572685576495,0.17846151089035203,-0.15633145543197477,0.6558071974693692,0.2258365349313593,0.4704700686927111,0.06614467937924817,0.24306446312286037,0.5916176558746236,0.4598982149741234
-0.1151019218636933,-0.13607202754813594,0.03341709700209095,0.23230485542959375,0.2020178258054326,1.0,0.2028091035318878,0.0017761194641200003,0.1764931369080267,0.19170512822867367,-0.010986763420296725,-0.16276692911735208,-0.019352847349734192,-0.28513578835742603,0.12279821996882581,0.19106931215403775,0.019480945178879324,0.3717500888819059,0.21377738660427184
-0.06003476626244018,-0.1439539876989696,0.0900085096458709,0.001495570479138113,0.5971008786923458,0.2028091035318878,1.0,0.46951557062026156,0.9786994999315388,0.5539049747984405,0.04258105787423406,-0.07903368042511742,0.3408839200141165,0.16325684588449843,0.5979218701865814,0.2186556548459752,-0.035164114575122744,0.4757663559634972,0.8328650573253589
-0.02846683028706791,-0.22378686332856929,0.07012176812198971,0.1876027043894963,0.4009220569463454,0.0017761194641200003,0.46951557062026156,1.0,0.45394530412214046,0.4904846037603818,0.15800285078099277,-0.11608645199473822,0.39408246911268924,0.6412616933566488,0.3224802533351221,0.4081280278443619,-0.00849394571611583,0.5775931146501667,0.5337876420937269
-0.06520625123023292,-0.13881733739726826,0.07996927523979362,0.003061313685447371,0.5438614383664343,0.1764931369080267,0.9786994999315388,0.45394530412214046,1.0,0.5688258858730476,0.029769999975629353,-0.06769731389847025,0.3188392627765015,0.1471972507178993,0.5941397003431756,0.22692601957146175,-0.03158286678638167,0.42620903253794723,0.827276272225014
-0.003972557440185833,-0.06251380965672851,-0.008028806960557864,0.0825139593290148,0.22572572685576495,0.19170512822867367,0.5539049747984405,0.4904846037603818,0.5688258858730476,1.0,0.0676734635599425,-0.058474826443636344,0.061926609721860086,0.21284684801005546,0.2501577107957676,0.48388075175519685,-0.08112214298706857,0.36143726520136726,0.5738573448291275
